LAT,LON,AU_CONF,CU_CONF
-29.2,137.9,0.00929414015263319,0.3822847008705139
-29.2,138.00290851822658,0.008858166635036469,0.37042227387428284
-29.2,138.10581703645315,0.00687707494944334,0.2690955102443695
-29.2,138.20872555467972,0.012909707613289356,0.060555316507816315
-29.2,138.3116340729063,0.05267266556620598,0.09119386225938797
-29.2,138.41454259113286,0.02179044485092163,0.09105504304170609
-29.2,138.51745110935943,0.0007390786777250469,0.05198640748858452
-29.2,138.620359627586,0.0008646691567264497,0.040700383484363556
-29.2,138.72326814581257,0.0009103592019528151,0.05199432373046875
-29.2,138.82617666403914,0.05190523713827133,0.057896729558706284
-29.2,138.9290851822657,0.01021679025143385,0.0855698212981224
-29.2,139.03199370049228,0.023092184215784073,0.07690929621458054
-29.2,139.13490221871885,0.007033145986497402,0.2168598622083664
-29.2,139.23781073694542,0.016966762021183968,0.25544676184654236
-29.2,139.340719255172,0.027148690074682236,0.040223028510808945
-29.2,139.44362777339856,0.02852095477283001,0.09297795593738556
-29.2,139.54653629162513,0.021249284967780113,0.014714214019477367
-29.2,139.6494448098517,0.023685330525040627,0.04284542053937912
-29.2,139.75235332807827,0.03972454369068146,0.05476817488670349
-29.2,139.85526184630484,0.05165474861860275,0.08768559992313385
-29.2,139.9581703645314,0.04744025319814682,0.08552811294794083
-29.2,140.06107888275798,0.03129953145980835,0.09194503724575043
-29.2,140.16398740098455,0.04700244218111038,0.05875672399997711
-29.2,140.26689591921112,0.014195970259606838,0.09113874286413193
-29.2,140.3698044374377,0.023896709084510803,0.10801541805267334
-29.2,140.47271295566426,0.0238785482943058,0.1203797236084938
-29.2,140.57562147389083,0.018960177898406982,0.08896880596876144
-29.2,140.6785299921174,0.025313392281532288,0.026196682825684547
-29.2,140.78143851034395,0.030708039179444313,0.05925019830465317
-29.2,140.88434702857057,0.018956998363137245,0.07766591012477875
-29.2,140.98725554679712,0.028876809403300285,0.05227517709136009
-29.2,141.09016406502369,0.027405979111790657,0.02707701362669468
-29.2,141.19307258325026,0.026400068774819374,0.03439804166555405
-29.2,141.29598110147683,0.027675017714500427,0.01968557760119438
-29.2,141.3988896197034,0.01933158002793789,0.01933787763118744
-29.2,141.50179813792997,0.031485818326473236,0.024780383333563805
-29.2,141.60470665615654,0.018815726041793823,0.23761047422885895
-29.2,141.7076151743831,0.005107535049319267,0.05339756980538368
-29.2,141.81052369260968,0.029409613460302353,0.09251901507377625
-29.2,141.91343221083625,0.014618424698710442,0.025586700066924095
-29.2,142.01634072906282,0.027079269289970398,0.1883678138256073
-29.2,142.1192492472894,0.001533338101580739,0.06105027720332146
-29.2,142.22215776551596,0.0016549564898014069,0.05035076290369034
-29.2,142.32506628374253,0.003656851826235652,0.05781446769833565
-29.2,142.4279748019691,0.012125172652304173,0.0793948844075203
-29.2,142.53088332019567,0.025680072605609894,0.05960945785045624
-29.2,142.63379183842224,0.00045179403969086707,0.039442483335733414
-29.2,142.7367003566488,0.0012319788802415133,0.04598750174045563
-29.2,142.83960887487538,0.004217610228806734,0.04497266933321953
-29.2,142.94251739310195,0.0021924732718616724,0.04884246736764908
-29.2,143.04542591132852,0.0032645061146467924,0.05855901539325714
-29.2,143.1483344295551,0.01344891358166933,0.07224631309509277
-29.2,143.25124294778166,0.018603501841425896,0.07309707254171371
-29.2,143.35415146600823,0.009629981592297554,0.06732501089572906
-29.2,143.4570599842348,0.010577318258583546,0.020679406821727753
-29.2,143.55996850246137,0.011117372661828995,0.009810267016291618
-29.2,143.66287702068794,0.011117372661828995,0.009810267016291618
-29.2,143.7657855389145,0.011117372661828995,0.009810267016291618
-29.2,143.86869405714108,0.011117372661828995,0.009810267016291618
-29.2,143.97160257536763,0.014121020212769508,0.25687918066978455
-29.2,144.07451109359425,0.01306989323347807,0.029668794944882393
-29.2,144.1774196118208,0.01976494863629341,0.06114190071821213
-29.2,144.28032813004737,0.04312225803732872,0.06702807545661926
-29.2,144.38323664827394,0.0031409573275595903,0.05469769239425659
-29.2,144.4861451665005,0.008956694975495338,0.1033366322517395
-29.2,144.58905368472708,0.008231526240706444,0.4215843677520752
-29.2,144.69196220295365,0.0010101830121129751,0.05119708552956581
-29.2,144.79487072118022,0.000361687591066584,0.03534645214676857
-29.2,144.8977792394068,0.0010527746053412557,0.04758858308196068
-29.2,145.00068775763336,0.01880483143031597,0.1431969851255417
-29.2,145.10359627585993,0.006955777294933796,0.30540695786476135
-29.2,145.2065047940865,0.008730325847864151,0.5250563621520996
-29.2,145.30941331231307,0.015762174502015114,0.07517532259225845
-29.2,145.41232183053964,0.004354448989033699,0.07233429700136185
-29.2,145.5152303487662,0.022287124767899513,0.01788925752043724
-29.2,145.61813886699278,0.01451057381927967,0.021098220720887184
-29.2,145.72104738521935,0.031209796667099,0.2618521749973297
-29.2,145.82395590344592,0.014400557614862919,0.028339233249425888
-29.2,145.9268644216725,0.034970737993717194,0.04629644751548767
-29.2,146.02977293989906,0.015787562355399132,0.35295262932777405
-29.2,146.13268145812563,0.005182025022804737,0.08613329380750656
-29.2,146.2355899763522,0.007660968694835901,0.3474273979663849
-29.2,146.33849849457877,0.030640099197626114,0.06164702773094177
-29.2,146.44140701280534,0.018585145473480225,0.1488693207502365
-29.2,146.5443155310319,0.030573880299925804,0.05090309679508209
-29.2,146.64722404925848,0.020674116909503937,0.11915162205696106
-29.2,146.75013256748505,0.03771533444523811,0.07198640704154968
-29.2,146.85304108571162,0.0349031500518322,0.033536724746227264
-29.2,146.9559496039382,0.03765617683529854,0.037761058658361435
-29.2,147.05885812216476,0.03430692106485367,0.03308927267789841
-29.2,147.1617666403913,0.01641273684799671,0.05914454534649849
-29.2,147.2646751586179,0.008298034779727459,0.02222924679517746
-29.2,147.36758367684448,0.021670790389180183,0.32216018438339233
-29.2,147.47049219507105,0.04063994437456131,0.0857258141040802
-29.2,147.57340071329762,0.030698053538799286,0.08183975517749786
-29.2,147.6763092315242,0.03842170163989067,0.07226278632879257
-29.2,147.77921774975076,0.015384391881525517,0.10988809913396835
-29.2,147.88212626797733,0.0178985595703125,0.12986434996128082
-29.2,147.9850347862039,0.01783522590994835,0.029928315430879593
-29.2,148.08794330443047,0.025804970413446426,0.06940755993127823
-29.2,148.19085182265704,0.03112093172967434,0.0611843541264534
-29.2,148.2937603408836,0.007852002047002316,0.020646080374717712
-29.2,148.39666885911018,0.033543772995471954,0.03076758421957493
-29.2,148.49957737733675,0.021403441205620766,0.25338080525398254
-29.2,148.60248589556332,0.0409763939678669,0.041295651346445084
-29.2,148.7053944137899,0.0435107946395874,0.04121563583612442
-29.2,148.80830293201646,0.03480549529194832,0.03108481876552105
-29.2,148.91121145024303,0.03239506110548973,0.031146205961704254
-29.2,149.0141199684696,0.02530958317220211,0.02212350443005562
-29.2,149.11702848669617,0.027219923213124275,0.02288336306810379
-29.2,149.21993700492274,0.02802320010960102,0.02575177699327469
-29.2,149.3228455231493,0.020767690613865852,0.02071453630924225
-29.2,149.42575404137588,0.019161084666848183,0.01121719554066658
-29.2,149.52866255960245,0.02906777709722519,0.02739746682345867
-29.2,149.63157107782902,0.019205791875720024,0.04607435315847397
-29.2,149.7344795960556,0.021661389619112015,0.23663471639156342
-29.2,149.83738811428216,0.018381554633378983,0.11853919178247452
-29.2,149.94029663250873,0.0060460432432591915,0.29361650347709656
-29.2,150.0432051507353,0.00803021714091301,0.4142856299877167
-29.2,150.14611366896187,0.0119566535577178,0.23329049348831177
-29.2,150.24902218718844,0.010781978257000446,0.3479001224040985
-29.2,150.351930705415,0.01932181604206562,0.28696900606155396
-29.2,150.4548392236416,0.01478440873324871,0.3296950161457062
-29.2,150.55774774186816,0.012402745895087719,0.28211984038352966
-29.2,150.66065626009473,0.026224590837955475,0.28875765204429626
-29.2,150.7635647783213,0.033097703009843826,0.2579284608364105
-29.2,150.86647329654787,0.0072690206579864025,0.3234797716140747
-29.2,150.96938181477444,0.011384059675037861,0.250789076089859
-29.2,151.072290333001,0.00996391661465168,0.3409412205219269
-29.2,151.17519885122758,0.006662524770945311,0.37360990047454834
-29.2,151.27810736945415,0.020155949518084526,0.2547200620174408
-29.2,151.38101588768072,0.03927997127175331,0.21472635865211487
-29.2,151.4839244059073,0.025719882920384407,0.1889270693063736
-29.2,151.58683292413386,0.05322181060910225,0.2729095220565796
-29.2,151.68974144236043,0.007845834828913212,0.3388197124004364
-29.2,151.792649960587,0.008059060201048851,0.40222078561782837
-29.2,151.89555847881357,0.0136604905128479,0.19121414422988892
-29.2,151.99846699704014,0.007687578443437815,0.37118592858314514
-29.2,152.1013755152667,0.05794430524110794,0.10020733624696732
-29.2,152.20428403349328,0.022302541881799698,0.2946048676967621
-29.2,152.30719255171985,0.0281487088650465,0.14607416093349457
-29.2,152.41010106994642,0.016256606206297874,0.21880300343036652
-29.2,152.513009588173,0.034697145223617554,0.24998658895492554
-29.2,152.61591810639956,0.03514692559838295,0.20786000788211823
-29.2,152.71882662462613,0.02224949188530445,0.17569133639335632
-29.2,152.8217351428527,0.0423152856528759,0.09159228205680847
-29.2,152.92464366107927,0.012962531298398972,0.3416171371936798
-29.2,153.02755217930584,0.007482372689992189,0.3832440674304962
-29.2,153.1304606975324,0.021038882434368134,0.23648720979690552
-29.2,153.23336921575898,0.00816842820495367,0.33292677998542786
-29.2,153.33627773398555,0.009143911302089691,0.2676921784877777
-29.2,153.43918625221212,0.071060411632061,0.1568370908498764
-29.2,153.5420947704387,0.004227147437632084,0.08198650181293488
-29.110168882500897,137.9,0.00032321023172698915,0.03164799511432648
-29.110168882500897,138.00281855079913,0.001016189344227314,0.03516616299748421
-29.110168882500897,138.10563710159826,0.001957596279680729,0.05736161768436432
-29.110168882500897,138.2084556523974,0.004851596429944038,0.05891405791044235
-29.110168882500897,138.31127420319652,0.0029027618002146482,0.05992191657423973
-29.110168882500897,138.41409275399565,0.0027626086957752705,0.060439590364694595
-29.110168882500897,138.51691130479475,0.028484243899583817,0.0489552803337574
-29.110168882500897,138.6197298555939,0.019968083128333092,0.12044619023799896
-29.110168882500897,138.72254840639303,0.005363662261515856,0.29005861282348633
-29.110168882500897,138.82536695719216,0.013302271254360676,0.22735252976417542
-29.110168882500897,138.9281855079913,0.004988940432667732,0.3738742768764496
-29.110168882500897,139.03100405879042,0.022754542529582977,0.19180312752723694
-29.110168882500897,139.13382260958954,0.021505802869796753,0.1603909730911255
-29.110168882500897,139.23664116038867,0.010099945589900017,0.2783472537994385
-29.110168882500897,139.3394597111878,0.047336045652627945,0.13166049122810364
-29.110168882500897,139.44227826198693,0.04357357323169708,0.06285987794399261
-29.110168882500897,139.54509681278606,0.0320790596306324,0.04561144858598709
-29.110168882500897,139.64791536358518,0.013558832928538322,0.30194854736328125
-29.110168882500897,139.7507339143843,0.052034612745046616,0.042227912694215775
-29.110168882500897,139.85355246518344,0.029291268438100815,0.04495599865913391
-29.110168882500897,139.95637101598257,0.032344892621040344,0.08061056584119797
-29.110168882500897,140.0591895667817,0.028576446697115898,0.14721696078777313
-29.110168882500897,140.16200811758085,0.00899613555520773,0.23824191093444824
-29.110168882500897,140.26482666837995,0.04358172416687012,0.14851975440979004
-29.110168882500897,140.36764521917908,0.005430081393569708,0.05075232312083244
-29.110168882500897,140.4704637699782,0.014649289660155773,0.025602122768759727
-29.110168882500897,140.57328232077734,0.03326990082859993,0.03029976598918438
-29.110168882500897,140.67610087157647,0.017887825146317482,0.06898727267980576
-29.110168882500897,140.7789194223756,0.0065462663769721985,0.07380824536085129
-29.110168882500897,140.88173797317472,0.01259706076234579,0.10626650601625443
-29.110168882500897,140.98455652397385,0.0039340839721262455,0.05553121864795685
-29.110168882500897,141.08737507477298,0.000551599427126348,0.03594188764691353
-29.110168882500897,141.1901936255721,0.001665938994847238,0.046876028180122375
-29.110168882500897,141.29301217637124,0.000784682051744312,0.04226973280310631
-29.110168882500897,141.39583072717036,0.0112015251070261,0.0487946979701519
-29.110168882500897,141.4986492779695,0.03635769709944725,0.04712468013167381
-29.110168882500897,141.60146782876862,0.009000957012176514,0.08654630929231644
-29.110168882500897,141.70428637956775,0.006024641450494528,0.38371121883392334
-29.110168882500897,141.80710493036688,0.03827569633722305,0.1429249495267868
-29.110168882500897,141.909923481166,0.011748773977160454,0.07033201307058334
-29.110168882500897,142.01274203196513,0.04345041513442993,0.0920911654829979
-29.110168882500897,142.11556058276426,0.017971687018871307,0.019888658076524734
-29.110168882500897,142.2183791335634,0.03051644377410412,0.04928074777126312
-29.110168882500897,142.32119768436252,0.018320687115192413,0.022495869547128677
-29.110168882500897,142.42401623516164,0.025078028440475464,0.033384568989276886
-29.110168882500897,142.52683478596077,0.008575182408094406,0.0754418820142746
-29.110168882500897,142.6296533367599,0.015380787663161755,0.10176923871040344
-29.110168882500897,142.73247188755903,0.022904321551322937,0.07038689404726028
-29.110168882500897,142.83529043835816,0.02979852445423603,0.09916055202484131
